time,lat,lon,P_1ac,T_28,C_51,S_41,depth,waterlevel
2019-02-24 04:45:05,47.0512439,-122.9053391,54.182,7.669,28650.369,26.88664526536656,5.410413814141932,2.747413814141932
2019-02-24 05:00:05,47.0512439,-122.9053391,53.91,7.656,28645.871,26.891342214376028,5.383224772483002,2.7202247724830024
2019-02-24 05:15:05,47.0512439,-122.9053391,53.332,7.648,28642.131,26.893223409778976,5.32549514278626,2.6624951427862604
2019-02-24 05:30:05,47.0512439,-122.9053391,52.54,7.662,28657.762,26.899372982679733,5.24639392146739,2.58339392146739
2019-02-24 05:45:05,47.0512439,-122.9053391,51.442,7.668,28656.551,26.89378869002384,5.136778743578504,2.4737787435785044
2019-02-24 06:00:05,47.0512439,-122.9053391,50.085,7.67,28654.551,26.890269194994453,5.001289274362259,2.338289274362259
2019-02-24 06:15:05,47.0512439,-122.9053391,48.542,7.673,28651.699,26.88514440912605,4.847232308422346,2.1842323084223465
2019-02-24 06:30:05,47.0512439,-122.9053391,46.94,7.678,28649.412,26.87916653792523,4.687286697236992,2.024286697236992
2019-02-24 06:45:05,47.0512439,-122.9053391,45.063,7.688,28646.824,26.869277412313554,4.499894927278674,1.8368949272786739
2019-02-24 07:00:05,47.0512439,-122.9053391,43.1,7.691,28647.637,26.867961792841854,4.303879898902256,1.6408798989022562
2019-02-24 07:15:05,47.0512439,-122.9053391,41.107,7.723,28662.406,26.860263210667018,4.104903576011754,1.4419035760117542
2019-02-24 07:30:05,47.0512439,-122.9053391,39.271,7.779,28692.885,26.85160807233742,3.9216160660960306,1.2586160660960308
2019-02-24 07:45:05,47.0512439,-122.9053391,37.441,7.768,28668.359,26.83409743309333,3.73891671229493,1.07591671229493
2019-02-24 08:00:05,47.0512439,-122.9053391,35.739,7.744,28643.941,26.82602221519011,3.5689637226898285,0.9059637226898287
2019-02-24 08:15:05,47.0512439,-122.9053391,34.019,7.725,28608.572,26.802987733564915,3.3972533010559536,0.7342533010559538
2019-02-24 08:30:05,47.0512439,-122.9053391,32.596,7.711,28580.512,26.783928727330217,3.2551896203674526,0.5921896203674528
2019-02-24 08:45:05,47.0512439,-122.9053391,30.952,7.702,28554.947,26.763861724453267,3.0910562249358597,0.42805622493585993
2019-02-24 09:00:05,47.0512439,-122.9053391,29.502,7.701,28521.604,26.72998901511805,2.946326621439329,0.2833266214393291
2019-02-24 09:15:05,47.0512439,-122.9053391,28.005,7.7,28421.918,26.627324011277775,2.797043342298624,0.13404334229862425
2019-02-24 09:30:05,47.0512439,-122.9053391,26.883,7.691,28272.766,26.479121822877563,2.6852844689224273,0.022284468922427525
2019-02-24 09:45:05,47.0512439,-122.9053391,25.734,7.688,28132.943,26.336393337415526,2.570794224400141,-0.09220577559985887
2019-02-24 10:00:05,47.0512439,-122.9053391,24.775,7.692,27980.191,26.175457771167128,2.475298540659112,-0.18770145934088767
2019-02-24 10:15:05,47.0512439,-122.9053391,23.955,7.692,27897.344,26.089753562841796,2.3935289847610974,-0.2694710152389024
2019-02-24 10:30:05,47.0512439,-122.9053391,23.464,7.695,27651.215,25.833276317575802,2.3449322511715605,-0.31806774882843936
2019-02-24 10:45:05,47.0512439,-122.9053391,23.107,7.689,27441.25,25.620635817749246,2.30963021406429,-0.35336978593570967
2019-02-24 11:00:05,47.0512439,-122.9053391,23.191,7.679,27369.068,25.552997062042454,2.3181439871013496,-0.3448560128986502
2019-02-24 11:15:05,47.0512439,-122.9053391,23.601,7.673,27434.426,25.624561210802245,2.3589956326088015,-0.3040043673911983
2019-02-24 11:30:05,47.0512439,-122.9053391,24.537,7.667,28555.906,26.789967462832834,2.450355247309783,-0.21264475269021688
2019-02-24 11:45:05,47.0512439,-122.9053391,25.789,7.656,28598.35,26.841962103989037,2.575278219191253,-0.08772178080874671
2019-02-24 12:00:05,47.0512439,-122.9053391,27.369,7.658,28628.059,26.871391136235193,2.7329952330241163,0.06999523302411648
2019-02-24 12:15:05,47.0512439,-122.9053391,29.228,7.656,28647.494,26.893028918876723,2.918580779627236,0.25558077962723624
2019-02-24 12:30:05,47.0512439,-122.9053391,31.431,7.653,28663.781,26.912120573053233,3.1385155741125335,0.47551557411253365
2019-02-24 12:45:05,47.0512439,-122.9053391,33.73,7.655,28681.563,26.9291603751182,3.3680370109121687,0.7050370109121689
2019-02-24 13:00:05,47.0512439,-122.9053391,35.937,7.655,28698.965,26.94724991083179,3.5883624233459637,0.9253624233459639
2019-02-24 13:15:05,47.0512439,-122.9053391,38.298,7.648,28708.293,26.96200752090719,3.824065079472821,1.161065079472821
2019-02-24 13:30:05,47.0512439,-122.9053391,40.662,7.648,28729.23,26.98377908326856,4.06004319631123,1.39704319631123
2019-02-24 13:45:05,47.0512439,-122.9053391,43.134,7.643,28747.332,27.006225693690812,4.306791973712055,1.6437919737120548
2019-02-24 14:00:05,47.0512439,-122.9053391,45.308,7.643,28764.605,27.024193076553345,4.523796498245254,1.860796498245254
2019-02-24 14:15:05,47.0512439,-122.9053391,47.601,7.648,28784.848,27.041625241768873,4.752681390402121,2.0896813904021214
2019-02-24 14:30:05,47.0512439,-122.9053391,49.607,7.648,28793.4,27.05052129230205,4.952934917293994,2.289934917293994
2019-02-24 14:45:05,47.0512439,-122.9053391,51.571,7.649,28808.652,27.06566193013905,5.1489682603436115,2.4859682603436117
2019-02-24 15:00:05,47.0512439,-122.9053391,53.241,7.648,28826.844,27.085314447580146,5.315624044714699,2.6526240447146994
2019-02-24 15:15:05,47.0512439,-122.9053391,55.047,7.65,28838.865,27.096368287132563,5.495891247414645,2.832891247414645
2019-02-24 15:30:05,47.0512439,-122.9053391,56.714,7.652,28849.871,27.106365585936693,5.662282431917733,2.999282431917733
2019-02-24 15:45:05,47.0512439,-122.9053391,58.216,7.673,28879.287,27.12169601851131,5.812187795713658,3.1491877957136585
2019-02-24 16:00:05,47.0512439,-122.9053391,59.207,7.658,28871.895,27.12491624782388,5.911101869141397,3.2481018691413968
2019-02-24 16:15:05,47.0512439,-122.9053391,60.297,7.643,28881.797,27.146137652680675,6.019815785301624,3.3568157853016243
